inputs,labels,predictions
It might just narrow your deficit that one day.,Это всего лишь сократит ваш дефицит в этот единственный день.,A possible translation in Russian: Это может просто сократить ваш дефицит в тот день.
An extra piece of pizza or bowl of ice cream though?,Но дополнительный кусок пиццы или миска мороженого?,"A possible translation in Russian is as follows:
Но дополнительная порция пиццы или тарелка мороженого?"
That’s a no go.,Не советую.,"A possible translation in Russian is as follows:
Это невозможно."
"If you always need to eat more because of working out, consider not cutting so many calories in the first place.","Если вам всегда приходится больше есть из-за тренировок, в первую очередь обдумайте, может не стоит сокращать слишком много калорий.","A possible translation in Russian: Если вам всегда нужно есть больше из-за тренировки, подумайте, не стоит сначала немного сократить количество калорий."
Maybe start with 300 deficit.,"Возможно, начать с дефицита в 300.","A possible translation in Russian:
Может, начинать с дефицита в 300."
Hope this helps!,"Надеюсь, это поможет!","A possible translation in Russian is as follows:
Надеюсь, это поможет!"
Missed Out on Shiba Inu?,Не успел вложиться в Shiba Inu?,"A possible translation in Russian is as follows:
Не успели купить Shiba Inu?"
EverGrow Might Be The Next Big Crypto To Explode in 2022,"EverGrow может стать следующей крупной криптовалютой, которая взорвет мир в 2022 году","A possible translation in Russian:
EverGrow может стать следующей крупной криптовалютой, которая взорвется в 2022 году"
"Shiba Inu is the latest meme-crypto to go viral and despite being down almost 60% from it's all-time high, the market cap still stands at an eye-watering $20 billion, making it the 12th biggest crypto in the world by valuation.","Shiba Inu — последняя вирусная криптовалюта, которая, несмотря на низкие позиции на рынке в течение 60 % всего времени своего существования, по-прежнему составляет впечатляющие 20 миллиардов, что делает ее 12 по величине криптовалютой в мире.","A Shiba Inu is the latest meme-crypto to go viral and despite being down almost 60% from its all-time high, the market cap still stands at an eye-watering $20 billion, making it the 12th biggest crypto in the world by valuation."
A $100 investment at launch would be worth over $2 million today!,Инвестиция в размере 100 долларов при запуске сейчас принесла бы более двух миллионов!,A $100 investment at launch would be worth over $2 million today!
"Many are no doubt kicking themselves for missing out on such gains, but the reality is that a bet on Shiba Inu was a pure gamble.","Многие, скорее всего, корят себя за то, что упустили столь привлекательную возможность, однако реальность такова, что ставка на Shiba Inu была чистой воды авантюрой.","A possible translation in Russian is as follows:
Многие, без сомнения, жалеют, что упустили такие возможности, но реальность такова, что ставка на Shiba Inu была чистой игрой."
"Shiba's run was a combination of some very smart marketing and a whole lot of hype, that led droves of investors, with FOMO (fear of missing out) to pile into the meme-coin.","Запуск Shiba Inu был сочетанием хорошо продуманной маркетинговой кампании и огромной шумихи, которая привлекла толпы инвесторов, которые изо всех сил спешили вложиться в ставшую вирусной валюту.","A possible translation in Russian is as follows: Бег Шибы был результатом сочетания очень умного маркетинга и огромного количества шумихи, которые привели толпы инвесторов, страдающих от FOMO (страха пропустить что-то важное), к покупке мем-монеты."
"Even the name itself, which was a homage to Elon Musk backed Dogecoin, was all part of the design.","Даже само название — дань уважения обеспеченной Dogecoin Илона Маска, — все это часть концепции.","A possible translation in Russian: Даже само название, которое было данью уважения Dogecoin, поддерживаемой Илоном Маском, было частью дизайна."
"In reality, Shiba Inu offers no tangible utility or value, with seemingly little effort to do so in the future.",На самом деле Shiba Inu не обладает какой-либо реальной ценностью и не стремится как-то улучшить свою позицию.,"A possible translation in Russian: В действительности, у Shiba Inu нет никакой осязаемой полезности или ценности, и, по всей видимости, в будущем это не изменится."
"Being on the Ethereum blockchain, there would've been plenty of opportunity for development had the team behind Shiba Inu been motivated to do so.","Если бы команда, занимающейся разработкой Shiba Inu, была заинтересована в дальнейшем развитии, они бы оценили массу возможностей в блокчейн-системе Ethereum.","A possible translation in Russian: Будучи на блокчейне Ethereum, у команды Shiba Inu было бы много возможностей для развития, если бы они были мотивированы сделать это."
"There are, however, several cryptocurrencies that are working to rise above the pack, and back their popularity with real utility and fundamental value.","Однако существует несколько криптовалют, которые стараются занять высокие позиции и обладать реальной фундаментальной ценностью.","A possible translation in Russian is as follows:
Но есть несколько криптовалют, которые работают над тем, чтобы выделиться из толпы и подкрепить свою популярность реальной полезностью и фундаментальной ценностью."
"Just 10 weeks ago, EverGrow Coin ($EGC) was launched by a team of experienced finance, blockchain and marketing experts.","Всего 10 недель назад команда экспертов, имеющих опыт в сфере финансов, технологий блокчейн и маркетинга, запустила EverGrow Coin ($EGC).","A possible translation in Russian is as follows:
Только 10 недель назад EverGrow Coin ($EGC) был запущен командой опытных финансовых, блокчейн- и маркетинговых экспертов."
One ground-breaking element of their project is the fact the token pays a stable currency to holders.,"Одна из революционных фишек их проекта состоит в том, что выплаты токена держателям обеспечиваются стабильной валютой.","A possible translation in Russian is as follows:
Одним из новаторских элементов их проекта является то, что токен выплачивает держателям стабильную валюту."
"In the short time since launch, holders of EverGrow Coin have received over $30 million of binance-pegged USD rewards - a stable, regulated currency pegged 1-to-1 with the USD.","Вскоре после запуска держатели EverGrow Coin получили выручку в размере более 30 миллионов долларов, привязанных к binance, — стабильной, контролируемой валюте по курсу один к одному доллару США.","A possible translation in Russian is as follows:
За короткое время с момента запуска держатели EverGrow Coin получили более 30 миллионов долларов США, привязанных к бирже Binance, - стабильной, регулируемой валюты, привязанной к доллару США в соотношении 1 к 1."
"The project currently has 110,000 holders according to BSCScan.","Согласно BSCScan, в настоящее время проект насчитывает 110 000 держателей.","A possible translation in Russian is as follows:
По данным BSCScan, в настоящее время проект имеет 110 000 держателей."
"With their revolutionary contract, EverGrow Coin quickly grew to over $1 billion in market-cap, but then a major data error on CoinMarketCap, just weeks into the launch, caused mass panic amongst investors.","Благодаря революционным условиям соглашения, EverGrow Coin быстро поднялась на рынке до отметки один миллиард долларов, однако затем, всего через неделю после запуска, произошла критическая ошибка данных CoinMarketCap, которая привела к настоящему хаосу среди инвесторов.","A revolutionary contract allowed EverGrow Coin to quickly grow to over $1 billion in market-cap, but then a major data error on CoinMarketCap, just weeks into the launch, caused mass panic amongst investors."
"With such a new project, trust can take time to build, and this panic was exploited by a series of articles, rumoured to have been paid for by rivals of the project, using the incorrect data to try to draw EverGrow investors away from the project.","Рост доверия к столь новым проектам требует времени, и вся эта суматоха, которую муссировали в ряде статей, по слухам, была проплачена конкурентами, которые пользовались недостоверными данными в попытках увести инвесторов EverGrow из проекта.","A new project can take time to build trust, and this panic was exploited by a series of articles, rumored to have been paid for by rivals of the project, using incorrect data to try to draw EverGrow investors away from the project."
"Over the next month, the errors remained unfixed, and EverGrow sunk to below $300 million in valuation.",В течение следующего месяца ошибки не исправили и EverGrow спустилась ниже отметки 300 миллионов долларов.,"A possible translation in Russian is as follows:
В течение следующего месяца ошибки не были устранены, и стоимость EverGrow упала ниже $300 млн."
"Yesterday, CoinMarket Cap placed an alert on EverGrow's page, confirming that the data error had been fixed.","Вчера CoinMarket Cap разместила на странице EverGrow оповещение о том, что ошибка данных исправлена.","A possible translation in Russian is as follows:
Вчера CoinMarket Cap разместил на странице EverGrow предупреждение, подтверждающее, что ошибка в данных была исправлена."
"The price has now stabilised, and signs of returning confidence saw an increase of 22% from the recent lows.","Теперь цена стабилизировалась, и признак обретения уверенности — рост на 22 %, по сравнению с отметкой былого спада.","A possible translation in Russian is as follows: Цены сейчас стабилизировались, и признаки возвращающегося доверия привели к увеличению на 22% с недавних минимумов."
"However, EverGrow still remains well below the highs achieved before this error.","Однако EverGrow до сих пор занимает достаточно низкую позицию, по сравнению с теми высотами, которых ей удалось достичь до этой ошибки.","A possible translation in Russian is as follows:
Тем не менее, EverGrow все еще значительно ниже достигнутых ранее максимумов."
EverGrow is very different from Shiba Inu.,EverGrow имеет мало общего с Shiba Inu.,"A possible translation in Russian is as follows:
EverGrow сильно отличается от Shiba Inu."
"In addition to the obvious benefits of USD rewards, the team behind the project have already launched a SWAP dApp on their website, have recently revealed the upcoming release of a Crypto Wallet, promising to surpass the features offered by Trust Wallet or Safemoon Wallet, and have a whole suite of utilities, from content creation platform to NFT Market Place & Lending, designed to bring continuous value to investors.","Кроме очевидной выгоды в долларах США команда, занимающаяся разработкой проекта, уже запустила на сайте приложение SWAP dApp, недавно анонсировала предстоящий релиз криптовалютного кошелька, который будет превосходить по характеристикам кошельки Trust Wallet или SafeMoon, а также целый набор утилит от платформы создания контента до NFT-маркетплейса и лендинга, что будет регулярно обеспечивать ценность для инвесторов.","A possible translation in Russian is as follows:
Помимо очевидных преимуществ вознаграждений в USD, команда, стоящая за проектом, уже запустила dApp SWAP на своем веб-сайте, недавно обнаружила грядущий релиз криптовалютного кошелька, обещающий превзойти функции, предлагаемые Trust Wallet или Safemoon Wallet, и имеет целый набор утилит, от платформы для создания контента до NFT Market Place & Lending, разработанных для того, чтобы приносить постоянную ценность инвесторам."
Is EverGrow Coin the next Shiba Inu?,Станет ли EverGrow следующей Shiba Inu?,A possible translation in Russian: Является ли EverGrow Coin следующей Shiba Inu?
"With Shiba Inu, offering little to no utility, valued at around 66 times that of EverGrow Coin, there is a clear argument for an innovative and ground-breaking project like EverGrow to see some serious upside from their current low market cap.","Поскольку Shiba Inu практически не обладает утилитами и характеризуется примерно в 66 раз меньшей ценностью, чем EverGrow Coin, становится ясно, почему такой инновационно-революционный проект как EverGrow достигнет вершин, поднявшись с текущего невысокого положения на рынке.","A possible translation in Russian: Учитывая, что Shiba Inu практически не обладает полезностью и оценивается примерно в 66 раз дороже EverGrow Coin, очевидно, что инновационный и новаторский проект EverGrow может получить серьезную прибыль от текущего низкого рыночного капитала."
"If the team continues to impress the crypto community with their innovation and transparency and can shake off the fear spread among investors by the CoinMarketCap errors, there is a good chance EverGrow Coin could be one of the top cryptos to invest in for 2022.","Если команда продолжит удивлять криптосообщество своими инновациями, прозрачностью подхода и будет способна преодолеть опасения, сложившиеся среди инвесторов после произошедших ошибок на сайте CoinMarketCap, велика вероятность, что EverGrow Coin станет одной из влиятельных криптовалют, в которые стоит вложиться в 2022 году.","A possible translation in Russian: Если команда продолжит впечатлять криптосообщество своими инновациями и прозрачностью и сможет отодвинуть страх, распространившийся среди инвесторов из-за ошибок CoinMarketCap, у EverGrow Coin есть хорошие шансы стать одной из лучших криптовалют для инвестирования в 2022 году."
Amazing.,Потрясающе.,"A possible translation in Russian is as follows:
Удивительно."
But good on you.,Но ты молодец.,"A possible translation in Russian is as follows:
Но поздравляю вас."
"Yeah, when I was 16 I applied and got offered a job at a restaurant.","Да, когда мне было 16 лет, я подал заявление и мне предложили должность официанта в ресторане.","A possible translation in Russian is as follows:
Да, когда мне было 16, я подал заявление и получил работу в ресторане."
Dishwasher.,Посудомойка.,A dishwasher.
First shift they had me close.,В первую смену они держали меня рядом.,"A possible translation in Russian is as follows:
На первом смене меня закрыли."
Saturday.,Суббота.,"A possible translation in Russian is as follows:
Суббота."
We were working till past 1am.,Мы работали до 01:00.,"A possible translation in Russian is as follows:
Мы работали до полуночи."
I quit the next day.,На следующий день я уволился.,"A possible translation in Russian is as follows:
Я уволилась на следующий день."
"Best way to lose a new young worker, by shocking them with that.","Лучший способ потерять нового работника, шокировав его этим.","A possible translation in Russian is as follows:
Лучший способ потерять нового молодого работника - шокировать его таким образом."
"Same happened to my friend after I had been working with Pizza Hut for a couple years (didn't make me close until months after I started working and trained up), got him a job there on the spot.","То же самое произошло с моим другом после того, как я пару лет проработал в Pizza Hut (он не общался со мной близко в течение месяцев с тех пор, как я начал работать и стажироваться) и сразу же устроил его на работу.","A possible translation in Russian is as follows:
Мне тоже это случилось с другом после того, как я проработал в Pizza Hut пару лет (не стал близким с ним до тех пор, пока не начал работать и не прошел обучение), мгновенно нашел ему работу там."
They proceeded to put him on two closes in a row.,Они поставили его на два закрытия подряд.,"A possible translation in Russian is as follows:
Они поставили его на два закрытия подряд."
He quit.,Он уволился.,"A possible translation in Russian is as follows:
Он уволился."
"Unless you advertise a job as a closing gig late at night, expect to lose your workers if you hit them with it too early.","Если только вы не заявляете о работе как о подработке на закрытии поздно вечером, будьте готовы потерять работников, если вы огорчите их этим слишком рано.","A possible translation in Russian is as follows:
Если вы не объявите о вакансии как о закрытии поздним вечером, ожидайте потерять работников, если навалитесь на них слишком рано."
"The VP−730 is a 9−input scaler/switcher for analog video, digital video, balance stereo and S/PDIF audio signals.","VP–730 — это девятивходовой коммутатор-усилитель для аналогового видео, цифрового видео, балансного стерео и S/PDIF аудио сигналов.","A VP−730 is a 9-input scaler/switcher for analog video, digital video, balance stereo and S/PDIF audio signals."
"It up− or down−scales composite, s−Video (Y/C), component video (YUV), HDMI, computer graphics video and JPEG files to a selectable computer graphics video or HDTV output resolution on identical outputs − one HDMI and two 15−pin HD.","Он увеличивает и уменьшает композитный, раздельный видеосигнал (яркость/цветность), компонентное видео (YUV), HDMI, видео компьютерной графики и JPEG-файлы до выбранного разрешения видео компьютерной графики или разрешения на идентичных выходах HDTV — HDMI на одном и 15-pin HD на другом.","A possible translation in Russian is as follows:
Он увеличивает или уменьшает композитный сигнал, сигнал s−видео (Y/C), компонентное видео (YUV), HDMI, компьютерное видео и файлы JPEG до выбранного разрешения вывода видео компьютерной графики или HDTV на одинаковые выходы − один HDMI и два 15−pin HD."
It includes a power amplifier to drive loudspeakers.,"Он включает усилитель мощности, чтобы управлять динамиками.","A possible translation in Russian is as follows:
Она включает в себя усилитель мощности для управления динамиками."
The unit provides glitch−free switching between sources through FTBTM (fade−thru−black) switching technology.,Устройство обеспечивает плавное переключение между источниками с помощью технологии переключения FTBTM (переход через плавное затемнение).,"A possible translation in Russian is as follows:
Устройство обеспечивает плавное переключение между источниками с помощью технологии переключения FTBTM (смещение через черный)."
"HQV® Video Processing - HQV (Hollywood Quality Video) processing represents the state−of−the−art in video processing technology, with the highest quality de−interlacing (with 3:2 & 2:2 pull down), noise reduction, and scaling performance for both standard−definition and high−definition signals.","Обработка видео HQV® — обработка HQV (видео голливудского качества) представляет собой самую современную технологию обработки видео с самым качественным деинтерлейсингом (преобразование 3:2 и 2:2), понижением шума и масштабированием для сигналов стандартной и высокой четкости.","A possible translation in Russian is as follows:
Процессор видео HQV® - Процессор HQV (видео Hollywood Quality) представляет собой передовые технологии обработки видео с максимально высоким качеством деинтерлейсинга (с разделением 3:2 и 2:2), снижения шума и масштабирования для сигналов стандартной и высокой четкости."
"Fade-Thru-Black (FTBTM) Switching - The video fades to black and then the new input fades from black for smooth, glitch−free switching.",Переход через плавное затемнение (FTBTM) — видео затемняется и затем новый входной сигнал переходит из черного для плавного переключения.,"A possible translation in Russian is as follows:
Переключение с помощью эффекта ""Фадем в черный"" (FTBTM) - видео затемняется, а затем новый вход затемняется для плавного, бесшумного переключения."
The output signal provides constant sync so the display never glitches.,"Выходной сигнал обеспечивает постоянную синхронизацию, поэтому экран работает без сбоев.","A possible translation in Russian is as follows:
Выходной сигнал обеспечивает постоянную синхронизацию, поэтому дисплей никогда не сбоит."
"K-IIT XLTM Picture-in-Picture Image Insertion Technology - Ultra stable picture−in−picture, picture−and−picture, and split screen capability.","Технология вставки изображения «картинка в картинке» K-IIT XLTM — сверхстабильные режимы «картинка в картинке», «картинка и картинка», а также возможность разделения экрана.","A possible translation in Russian is as follows:
K-IIT XLTM Picture-in-Picture Image Insertion Technology - Ультра стабильная технология вставки изображения в изображении, изображения в изображении и возможность разделения экрана."
Any video source can be inserted into or positioned next to a computer graphics video source or vice versa with window positioning and sizing controls.,Любой источник видео можно вставить или разместить рядом с источником видео компьютерной графики или наоборот с помощью элементов управления расположением и размером окна.,"A possible translation in Russian is as follows:
Любой источник видео может быть вставлен в или расположен рядом с источником видео компьютерной графики или наоборот с помощью управления позиционированием и размером окна."
"Video Inputs - 2 universal video each on 3 BNC (composite, s−Video, component), 4 computer graphics/component video (15−pin HD), 2 HDMI and 1 USB (for JPEG data).","Вход видеоданных — 2 для универсального видео, каждое на 3 BNC (композитное, разделенное и компонентное видео), 4 для компьютерной графики или компонентного видео (15-pin HD), 2 HDMI и 1 USB (для данных JPEG).","Video Inputs - 2 universal video each on 3 BNC (composite, s−Video, component), 4 computer graphics/component video (15−pin HD), 2 HDMI and 1 USB (for JPEG data)."
HDCP Compliant - The HDCP (High Definition Content Protection) license agreement allows copy−protected data on the HDMI input to pass only to the HDMI output.,Поддержка HDCP — лицензионное соглашение HDCP (защита широкополосного цифрового содержимого) позволяет передавать защищенные от копирования данные на входе HDMI только на выход HDMI.,"A possible translation in Russian is as follows:
Соответствует HDCP - Лицензионное соглашение HDCP (High Definition Content Protection) позволяет передавать на выход HDMI только защищенные от копирования данные на вход HDMI."
"Multiple Aspect Ratio Selections - 4x3 or 16x9, anamorphic, letterbox, and user definable settings.","Несколько вариантов пропорций — 4х3 или 16х9, широкоэкранный, «почтовый ящик» и пользовательская настройка.","A possible translation in Russian is as follows:
Множественные варианты соотношения сторон - 4x3 или 16x9, аниматропный, рамка, и настраиваемые пользователем настройки."
"Companion AFV (Audio-Follow-Video) - For every analog video input, supports embedded audio on the 2 HDMI inputs and outputs.",Дополняется AFV (аудио следует за видео) — для каждого входа аналогового видео поддерживается встроенный звук на 2 входах и выходах HDMI.,AI-generated translation
"Audio Inputs - 6 balanced or S/PDIF audio (each selectable) on terminal blocks, one for each of the 2 universal video and 4 computer graphics video inputs.","Аудиовход — 6 сбалансированных или S/PDIF аудио сигналов (каждый из них на выбор) на клеммных колодках, по одному на каждый из 2 входов универсального видео и 4 входов видео компьютерной графики.","A possible translation in Russian is as follows:
Аудиовход - 6 сбалансированных или S/PDIF аудио (каждый выбирается) на разъемах, по одному для каждого из 2 универсальных видео и 4 компьютерных графических видеовыходов."
"Built-in ProcAmp - Color, hue, sharpness, contrast, and brightness are set individually for each input.","Встроенный ProcAmp — цвет, тон, резкость, контрастность и яркость настраиваются отдельно для каждого входа.","A possible translation in Russian is as follows:
Встроенный ProcAmp — цвет, тон, резкость, контраст и яркость настраиваются индивидуально для каждого входа."
The unit has been fully tested across all inputs and outputs.,Все входы и выходы устройства протестированы.,"A possible translation in Russian is as follows:
Устройство полностью протестировано на всех входах и выходах."
The unit will require an speaker output connector.,Устройству необходим выходной разъем динамиков.,"A possible translation in Russian is as follows:
Устройство потребует выхода на динамики."
You know something.,Ты что-то знаешь.,"A possible translation in Russian is as follows:
Ты что-то знаешь."
I get what Dave's point was.,"Я понимаю, что имел в виду Дэйв.","A possible translation in Russian is as follows:
Я понимаю, что имел в виду Дейв."
It's worse to kill black people than it is to make fun of trans people.,"Убивать темнокожих людей хуже, чем выставлять на посмешище трансгендеров.","A possible translation in Russian is as follows:
Хуже убивать чернокожих, чем высмеивать трансгендеров."
And of course that's true.,"И, разумеется, это правда.","A possible translation in Russian is as follows:
И, конечно, это правда."
But Dave forgot something.,Но Дэйв кое-что забыл.,"AI
 Dave forgot about the power of the internet."
Many people who hate trans people also hate black people.,"Многие люди, которые ненавидят трансгендеров, ненавидят и темнокожих людей.","A possible translation in Russian is as follows:
Многие люди, которые ненавидят трансгендеров, также ненавидят чернокожих."
He hasn't endeared anyone to #blacklivesmatter.,Он никого не заставил полюбить #blacklivesmatter.,"A possible translation in Russian is as follows:
Он никого не привлек к #blacklivesmatter."
He's just given transphobes another hero and more anti-trans rhetoric.,Он просто дал трансфобам нового героя и больше антитрансгендерной риторики.,"A possible translation in Russian is as follows:
Он просто дал трансфобам еще одного героя и еще больше антитранс-риторики."
He's given credibility to transphobia.,Он сделал трансфобию чем-то заслуживающим доверия.,"A possible translation in Russian is as follows:
Он придал вес трансфобии."
"And considering the most vulnerable trans people are trans women of colour, he has made them a target for violence.","И, учитывая то, что наиболее уязвимыми трансгендерами являются цветные трансгендерные женщины, он сделал их мишенью для насилия.","A possible translation in Russian is as follows: И, учитывая, что наиболее уязвимыми трансгендерами являются цветные трансгендерные женщины, он сделал их мишенью для насилия."
"He left his show because he realized that white people were laughing AT him, not WITH him.","Он оставил свое шоу, потому что понял, что белое население смеется НАД ним, а не ВМЕСТЕ С ним.","A possible translation in Russian: Он оставил свою передачу, потому что понял, что белые смеются НЕ с ним, а ПРО него."
How he didn't realize he's done the exact same thing to trans people is very sad.,"Очень грустно, что он не осознал, что точно также сам поступал с трансгендерами.","A possible translation in Russian is as follows:
Как он не понял, что он сделал точно то же самое с трансгендерами, очень печально."
We offer nine types of posters:,Мы предлагаем девять видов плакатов:,"A possible translation in Russian is as follows:
Мы предлагаем девять видов плакатов:"
Please choose the desired poster format from the drop-down menu.,Выберите желаемый формат плаката в раскрывающемся меню.,"A possible translation in Russian is as follows:
Выберите желаемый формат плаката в раскрывающемся меню."
Posters are sent in a sturdy carded A5 envelope.,Плакаты поставляются в твердом конверте формата A5.,A5 envelope.
"Used when the 6x4"" (10x15cm) is too small,","Используется, когда размер 6х4 дюймов (10х15 см) слишком мал,","A Used when the 6x4"" (10x15cm) is too small,"
Posters are sent in a sturdy carded A5 envelope.,Плакаты поставляются в твердом конверте формата А5.,A5 envelope.
"High-quality photo lab look in a glossy finish,","Глянцевые обработанные фотографии высокого качества,",A photo lab with a glossy finish looks high-quality.
"High gloss finish injects life into the print, making colours appear vivid and sharp,","Яркий глянец оживляет снимки, делая цвета ярче и четче,","AI: Высокоглянчатый лак придает отпечаткум жизнь, делая цвета яркими и четкими."
Posters are sent in a sturdy carded A5 envelope.,Плакаты поставляются в твердом конверте формата А5.,A5 envelope.
"Printed on super-premium semi-gloss photo paper, it provides high colour definition with reduced reflection in a direct light.","Печатается на высококачественной полу-глянцевой фотобумаге, которая обеспечивает передачу цвета в высоком разрешении с пониженном отражением при прямом свете.","A possible translation in Russian is as follows:
Оформлено на суперпремиальной полуглянцевой фотобумаге, обеспечивает высокое разрешение цвета при уменьшенном отражении в прямом свете."
A3 Posters are sent in a cardboard poster tube.,Плакаты формата А3 отправляются в картонной трубке для плакатов.,A3 Posters are sent in a cardboard poster tube.
"Printed on high quality 280g super-premium semi-gloss photo paper, it provides high colour definition with reduced reflection in a direct light,","Печатается на высококачественной 280g полу-глянцевой бумаге премиум-класса, которая обеспечивает высокую четкость цвета и пониженное отражение при прямом свете,","A printed on high quality 280g super-premium semi-gloss photo paper, it provides high color definition with reduced reflection in a direct light,"
A2 Posters are sent in a cardboard poster tube.,Плакаты формата А2 поставляются в картонной трубке для плакатов.,A2 Posters are sent in a cardboard poster tube.
"Our A4 and A3 laminated posters are coated with plastic, and they have approximately 2mm thin transparent plastic border on each side.",Наши ламинированные плакаты формата А4 и А3 покрыты пластиком и с каждой стороны у них есть прозрачные пластиковые поля приблизительно 2 мм толщиной.,"A4 and A3 laminated posters are coated with plastic, and they have approximately 2mm thin transparent plastic border on each side."
They do not come with a frame.,Они поставляются без рамки.,"A possible translation in Russian is as follows:
Они не поставляются с рамой."
A4 frame can be hung or stand freely.,Рамку формата А4 можно свободно повесить или поставить.,A4 frame can be hung or stand freely.
A4 framed pictures come with a black wooden frame with glass front.,Картины размером А4 поставляются в черной деревянной рамке со стеклянной лицевой частью.,A4 картины в рамке поставляются с черной деревянной рамкой с лицевой стеклянной поверхностью.
Pictures come in a sturdy carded envelope in the box with the frame.,Картины поставляются в твердом конверте в коробке с рамкой.,A Picture comes in a sturdy carded envelope in the box with the frame.
"If you need a print with or without borders, please leave us a message.","Если вам нужна печать с полями или без, пожалуйста, оставьте нам сообщение.","A possible translation in Russian is as follows:
Если вам нужна печать с рамкой или без, пожалуйста, оставьте нам сообщение."
"Various computer screens, operating systems, and even different web browsers have different coloor characteristics, so it's almost impossible to get a given coloor to look the same on every screen.","У разных экранов компьютеров, операционных систем и даже интернет-браузеров характеристики различаются, поэтому практически невозможно сделать так, чтобы конкретный цвет выглядел одинаково на всех экранах.","A possible translation in Russian is as follows:
У разных компьютерных экранов, операционных систем и даже разных веб-браузеров разные характеристики цвета, поэтому практически невозможно добиться того, чтобы данный цвет выглядел одинаково на всех экранах."
"If the colours of the posters don't fit your expectation, please send us a message.","Если цвет плакатов не соответствует вашим ожиданиям, пожалуйста, оставьте нам сообщение.","A possible translation in Russian is as follows:
Если цвета плакатов не соответствуют вашим ожиданиям, пожалуйста, отправьте нам сообщение."
"In most cases, we can change it to satisfy your needs.","В большинстве случаев мы можем заменить его, чтобы удовлетворить ваш запрос.","A possible translation in Russian is as follows:
В большинстве случаев мы можем изменить его, чтобы удовлетворить ваши потребности."
